ProductKey,OrderDateKey,DueDateKey,ShipDateKey,ResellerKey,EmployeeKey,PromotionKey,CurrencyKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber,OrderDate,DueDate,ShipDate
378,20161201,20131211,20131206,644,293,1,100,1,SO71791,1,1,2,1466.01,2932.02,0,0,1554.9479,3109.8958,2932.02,234.5616,73.3005,AB1B-4CE2-BA,PO17139191080,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
584,20161201,20131211,20131206,644,293,1,100,1,SO71791,2,1,1,323.994,323.994,0,0,343.6496,343.6496,323.994,25.9195,8.0999,AB1B-4CE2-BA,PO17139191080,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
382,20161201,20131211,20131206,644,293,1,100,1,SO71791,3,1,1,672.294,672.294,0,0,713.0798,713.0798,672.294,53.7835,16.8074,AB1B-4CE2-BA,PO17139191080,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
384,20161201,20131211,20131206,644,293,1,100,1,SO71791,4,1,1,672.294,672.294,0,0,713.0798,713.0798,672.294,53.7835,16.8074,AB1B-4CE2-BA,PO17139191080,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
386,20161201,20131211,20131206,644,293,1,100,1,SO71791,5,1,5,672.294,3361.47,0,0,713.0798,3565.399,3361.47,268.9176,84.0368,AB1B-4CE2-BA,PO17139191080,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
390,20161201,20131211,20131206,644,293,1,100,1,SO71791,6,1,3,672.294,2016.882,0,0,713.0798,2139.2394,2016.882,161.3506,50.4221,AB1B-4CE2-BA,PO17139191080,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
583,20161201,20131211,20131206,644,293,1,100,1,SO71791,7,1,1,1020.594,1020.594,0,0,1082.51,1082.51,1020.594,81.6475,25.5149,AB1B-4CE2-BA,PO17139191080,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
374,20161201,20131211,20131206,644,293,1,100,1,SO71791,8,1,1,1466.01,1466.01,0,0,1554.9479,1554.9479,1466.01,117.2808,36.6503,AB1B-4CE2-BA,PO17139191080,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
376,20161201,20131211,20131206,644,293,1,100,1,SO71791,9,1,1,1466.01,1466.01,0,0,1554.9479,1554.9479,1466.01,117.2808,36.6503,AB1B-4CE2-BA,PO17139191080,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
440,20161201,20131211,20131206,644,293,1,100,1,SO71791,10,1,3,858.9,2576.7,0,0,868.6342,2605.9026,2576.7,206.136,64.4175,AB1B-4CE2-BA,PO17139191080,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
243,20161201,20131211,20131206,644,293,1,100,1,SO71791,11,1,2,858.9,1717.8,0,0,868.6342,1737.2684,1717.8,137.424,42.945,AB1B-4CE2-BA,PO17139191080,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
240,20161201,20131211,20131206,644,293,1,100,1,SO71791,12,1,2,858.9,1717.8,0,0,868.6342,1737.2684,1717.8,137.424,42.945,AB1B-4CE2-BA,PO17139191080,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
482,20161201,20131211,20131206,644,293,1,100,1,SO71791,13,1,4,5.394,21.576,0,0,3.3623,13.4492,21.576,1.7261,0.5394,AB1B-4CE2-BA,PO17139191080,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
605,20161201,20131211,20131206,155,291,1,19,6,SO71792,1,1,2,323.994,647.988,0,0,343.6496,687.2992,647.988,51.839,16.1997,5257-4FC4-A5,PO17545115036,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
408,20161201,20131211,20131206,155,291,1,19,6,SO71792,2,1,2,72.162,144.324,0,0,53.3999,106.7998,144.324,11.5459,3.6081,5257-4FC4-A5,PO17545115036,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
581,20161201,20131211,20131206,155,291,1,19,6,SO71792,3,1,3,1020.594,3061.782,0,0,1082.51,3247.53,3061.782,244.9426,76.5446,5257-4FC4-A5,PO17545115036,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
378,20161201,20131211,20131206,155,291,1,19,6,SO71792,4,1,3,1466.01,4398.03,0,0,1554.9479,4664.8437,4398.03,351.8424,109.9508,5257-4FC4-A5,PO17545115036,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
580,20161201,20131211,20131206,155,291,1,19,6,SO71792,5,1,3,1020.594,3061.782,0,0,1082.51,3247.53,3061.782,244.9426,76.5446,5257-4FC4-A5,PO17545115036,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
606,20161201,20131211,20131206,155,291,1,19,6,SO71792,6,1,3,323.994,971.982,0,0,343.6496,1030.9488,971.982,77.7586,24.2996,5257-4FC4-A5,PO17545115036,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
436,20161201,20131211,20131206,155,291,1,19,6,SO71792,7,1,3,356.898,1070.694,0,0,360.9428,1082.8284,1070.694,85.6555,26.7674,5257-4FC4-A5,PO17545115036,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
384,20161201,20131211,20131206,155,291,1,19,6,SO71792,8,1,4,672.294,2689.176,0,0,713.0798,2852.3192,2689.176,215.1341,67.2294,5257-4FC4-A5,PO17545115036,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
372,20161201,20131211,20131206,155,291,1,19,6,SO71792,9,1,4,1466.01,5864.04,0,0,1554.9479,6219.7916,5864.04,469.1232,146.601,5257-4FC4-A5,PO17545115036,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
481,20161201,20131211,20131206,155,291,1,19,6,SO71792,10,1,8,5.394,43.152,0,0,3.3623,26.8984,43.152,3.4522,1.0788,5257-4FC4-A5,PO17545115036,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
287,20161201,20131211,20131206,155,291,1,19,6,SO71792,11,1,4,202.332,809.328,0,0,204.6251,818.5004,809.328,64.7462,20.2332,5257-4FC4-A5,PO17545115036,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
547,20161201,20131211,20131206,155,291,1,19,6,SO71792,12,1,6,48.594,291.564,0,0,35.9596,215.7576,291.564,23.3251,7.2891,5257-4FC4-A5,PO17545115036,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
482,20161201,20131211,20131206,155,291,3,19,6,SO71792,13,1,16,4.9445,79.112,5.0000000000000003E-2,3.9556,3.3623,53.7968,75.1564,6.0125,1.8789,5257-4FC4-A5,PO17545115036,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
386,20161201,20131211,20131206,155,291,1,19,6,SO71792,14,1,3,672.294,2016.882,0,0,713.0798,2139.2394,2016.882,161.3506,50.4221,5257-4FC4-A5,PO17545115036,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
604,20161201,20131211,20131206,155,291,1,19,6,SO71792,15,1,4,323.994,1295.976,0,0,343.6496,1374.5984,1295.976,103.6781,32.3994,5257-4FC4-A5,PO17545115036,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
584,20161201,20131211,20131206,155,291,1,19,6,SO71792,16,1,4,323.994,1295.976,0,0,343.6496,1374.5984,1295.976,103.6781,32.3994,5257-4FC4-A5,PO17545115036,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
382,20161201,20131211,20131206,155,291,1,19,6,SO71792,17,1,4,672.294,2689.176,0,0,713.0798,2852.3192,2689.176,215.1341,67.2294,5257-4FC4-A5,PO17545115036,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
388,20161201,20131211,20131206,155,291,1,19,6,SO71792,18,1,3,672.294,2016.882,0,0,713.0798,2139.2394,2016.882,161.3506,50.4221,5257-4FC4-A5,PO17545115036,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
390,20161201,20131211,20131206,155,291,1,19,6,SO71792,19,1,3,672.294,2016.882,0,0,713.0798,2139.2394,2016.882,161.3506,50.4221,5257-4FC4-A5,PO17545115036,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
582,20161201,20131211,20131206,155,291,1,19,6,SO71792,20,1,2,1020.594,2041.188,0,0,1082.51,2165.02,2041.188,163.295,51.0297,5257-4FC4-A5,PO17545115036,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
583,20161201,20131211,20131206,155,291,1,19,6,SO71792,21,1,1,1020.594,1020.594,0,0,1082.51,1082.51,1020.594,81.6475,25.5149,5257-4FC4-A5,PO17545115036,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
374,20161201,20131211,20131206,155,291,1,19,6,SO71792,22,1,1,1466.01,1466.01,0,0,1554.9479,1554.9479,1466.01,117.2808,36.6503,5257-4FC4-A5,PO17545115036,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
376,20161201,20131211,20131206,155,291,1,19,6,SO71792,23,1,1,1466.01,1466.01,0,0,1554.9479,1554.9479,1466.01,117.2808,36.6503,5257-4FC4-A5,PO17545115036,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
380,20161201,20131211,20131206,155,291,1,19,6,SO71792,24,1,6,1466.01,8796.06,0,0,1554.9479,9329.6874,8796.06,703.6848,219.9015,5257-4FC4-A5,PO17545115036,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
418,20161201,20131211,20131206,155,291,1,19,6,SO71792,25,1,1,356.898,356.898,0,0,360.9428,360.9428,356.898,28.5518,8.9225,5257-4FC4-A5,PO17545115036,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
545,20161201,20131211,20131206,155,291,1,19,6,SO71792,26,1,3,24.294,72.882,0,0,17.9776,53.9328,72.882,5.8306,1.8221,5257-4FC4-A5,PO17545115036,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
546,20161201,20131211,20131206,155,291,1,19,6,SO71792,27,1,5,37.254,186.27,0,0,27.568,137.84,186.27,14.9016,4.6568,5257-4FC4-A5,PO17545115036,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
434,20161201,20131211,20131206,155,291,1,19,6,SO71792,28,1,3,356.898,1070.694,0,0,360.9428,1082.8284,1070.694,85.6555,26.7674,5257-4FC4-A5,PO17545115036,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
372,20161201,20131211,20131206,561,281,1,100,4,SO71793,1,1,1,1466.01,1466.01,0,0,1554.9479,1554.9479,1466.01,117.2808,36.6503,25FE-4527-9B,PO17226152414,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
353,20161201,20131211,20131206,678,291,1,19,6,SO71794,1,1,3,1391.994,4175.982,0,0,1265.6195,3796.8585,4175.982,334.0786,104.3996,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
524,20161201,20131211,20131206,678,291,1,19,6,SO71794,2,1,4,158.43,633.72,0,0,144.5938,578.3752,633.72,50.6976,15.843,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
477,20161201,20131211,20131206,678,291,1,19,6,SO71794,3,1,10,2.994,29.94,0,0,1.8663,18.663,29.94,2.3952,0.7485,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
531,20161201,20131211,20131206,678,291,1,19,6,SO71794,4,1,4,149.874,599.496,0,0,136.785,547.14,599.496,47.9597,14.9874,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
542,20161201,20131211,20131206,678,291,1,19,6,SO71794,5,1,5,24.294,121.47,0,0,17.9776,89.888,121.47,9.7176,3.0368,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
525,20161201,20131211,20131206,678,291,1,19,6,SO71794,6,1,2,158.43,316.86,0,0,144.5938,289.1876,316.86,25.3488,7.9215,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
355,20161201,20131211,20131206,678,291,1,19,6,SO71794,7,1,2,1391.994,2783.988,0,0,1265.6195,2531.239,2783.988,222.719,69.5997,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
592,20161201,20131211,20131206,678,291,16,19,6,SO71794,8,1,3,112.998,338.994,0.40000000000000002,135.5976,308.2179,924.6537,203.3964,16.2717,5.0849,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
214,20161201,20131211,20131206,678,291,2,19,6,SO71794,9,1,14,20.2942,284.1188,0.02,5.6824000000000003,13.0863,183.2082,278.4364,22.2749,6.9609,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
398,20161201,20131211,20131206,678,291,1,19,6,SO71794,10,1,2,26.724,53.448,0,0,19.7758,39.5516,53.448,4.2758,1.3362,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
551,20161201,20131211,20131206,678,291,1,19,6,SO71794,11,1,7,158.43,1109.01,0,0,144.5938,1012.1566,1109.01,88.7208,27.7253,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
559,20161201,20131211,20131206,678,291,1,19,6,SO71794,12,1,2,12.144,24.288,0,0,8.9866,17.9732,24.288,1.943,0.6072,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
222,20161201,20131211,20131206,678,291,2,19,6,SO71794,13,1,12,20.2942,243.5304,0.02,4.8705999999999996,13.0863,157.0356,238.6598,19.0928,5.9665,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
517,20161201,20131211,20131206,678,291,1,19,6,SO71794,14,1,4,31.584,126.336,0,0,23.3722,93.4888,126.336,10.1069,3.1584,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
400,20161201,20131211,20131206,678,291,1,19,6,SO71794,15,1,2,37.152,74.304,0,0,27.4925,54.985,74.304,5.9443,1.8576,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
472,20161201,20131211,20131206,678,291,2,19,6,SO71794,16,1,13,36.83,478.79,0.02,9.5757999999999992,23.749,308.737,469.2142,37.5371,11.7304,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
544,20161201,20131211,20131206,678,291,2,19,6,SO71794,17,1,11,46.9742,516.7162,0.02,10.334300000000001,35.9596,395.5556,506.3819,40.5106,12.6595,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
491,20161201,20131211,20131206,678,291,3,19,6,SO71794,18,1,19,29.6945,564.1955,5.0000000000000003E-2,28.209800000000001,41.5723,789.8737,535.9857,42.8789,13.3996,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
599,20161201,20131211,20131206,678,291,1,19,6,SO71794,19,1,4,323.994,1295.976,0,0,294.5797,1178.3188,1295.976,103.6781,32.3994,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
488,20161201,20131211,20131206,678,291,1,19,6,SO71794,20,1,5,32.394,161.97,0,0,41.5723,207.8615,161.97,12.9576,4.0493,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
225,20161201,20131211,20131206,678,291,1,19,6,SO71794,21,1,2,5.394,10.788,0,0,6.9223,13.8446,10.788,0.863,0.2697,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
237,20161201,20131211,20131206,678,291,1,19,6,SO71794,22,1,2,29.994,59.988,0,0,38.4923,76.9846,59.988,4.799,1.4997,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
295,20161201,20131211,20131206,678,291,1,19,6,SO71794,23,1,6,818.7,4912.2,0,0,747.2002,4483.2012,4912.2,392.976,122.805,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
306,20161201,20131211,20131206,678,291,1,19,6,SO71794,24,1,3,809.76,2429.28,0,0,739.041,2217.123,2429.28,194.3424,60.732,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
483,20161201,20131211,20131206,678,291,1,19,6,SO71794,25,1,6,72,432,0,0,44.88,269.28,432,34.56,10.8,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
476,20161201,20131211,20131206,678,291,2,19,6,SO71794,26,1,12,40.5942,487.1304,0.02,9.7425999999999995,26.1763,314.1156,477.3878,38.191,11.9347,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
309,20161201,20131211,20131206,678,291,1,19,6,SO71794,27,1,3,818.7,2456.1,0,0,747.2002,2241.6006,2456.1,196.488,61.4025,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
465,20161201,20131211,20131206,678,291,1,19,6,SO71794,28,1,5,14.694,73.47,0,0,9.1593,45.7965,73.47,5.8776,1.8368,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
290,20161201,20131211,20131206,678,291,1,19,6,SO71794,29,1,1,818.7,818.7,0,0,747.2002,747.2002,818.7,65.496,20.4675,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
601,20161201,20131211,20131206,678,291,1,19,6,SO71794,30,1,6,32.394,194.364,0,0,23.9716,143.8296,194.364,15.5491,4.8591,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
603,20161201,20131211,20131206,678,291,1,19,6,SO71794,31,1,2,72.894,145.788,0,0,53.9416,107.8832,145.788,11.663,3.6447,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
594,20161201,20131211,20131206,678,291,16,19,6,SO71794,32,1,2,112.998,225.996,0.40000000000000002,90.398399999999995,308.2179,616.4358,135.5976,10.8478,3.3899,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
595,20161201,20131211,20131206,678,291,16,19,6,SO71794,33,1,4,112.998,451.992,0.40000000000000002,180.79679999999999,308.2179,1232.8716,271.1952,21.6956,6.7799,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
359,20161201,20131211,20131206,678,291,1,19,6,SO71794,34,1,6,1376.994,8261.964,0,0,1251.9813,7511.8878,8261.964,660.9571,206.5491,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
361,20161201,20131211,20131206,678,291,1,19,6,SO71794,35,1,8,1376.994,11015.952,0,0,1251.9813,10015.8504,11015.952,881.2762,275.3988,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
363,20161201,20131211,20131206,678,291,1,19,6,SO71794,36,1,4,1376.994,5507.976,0,0,1251.9813,5007.9252,5507.976,440.6381,137.6994,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
357,20161201,20131211,20131206,678,291,1,19,6,SO71794,37,1,2,1391.994,2783.988,0,0,1265.6195,2531.239,2783.988,222.719,69.5997,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
556,20161201,20131211,20131206,678,291,1,19,6,SO71794,38,1,1,105.294,105.294,0,0,77.9176,77.9176,105.294,8.4235,2.6324,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
555,20161201,20131211,20131206,678,291,1,19,6,SO71794,39,1,6,63.9,383.4,0,0,47.286,283.716,383.4,30.672,9.585,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
552,20161201,20131211,20131206,678,291,2,19,6,SO71794,40,1,14,53.0642,742.8988,0.02,14.858000000000001,40.6216,568.7024,728.0408,58.2433,18.201,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
543,20161201,20131211,20131206,678,291,1,19,6,SO71794,41,1,2,37.254,74.508,0,0,27.568,55.136,74.508,5.9606,1.8627,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
501,20161201,20131211,20131206,678,291,1,19,6,SO71794,42,1,4,72.876,291.504,0,0,53.9282,215.7128,291.504,23.3203,7.2876,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
515,20161201,20131211,20131206,678,291,1,19,6,SO71794,43,1,3,16.272,48.816,0,0,12.0413,36.1239,48.816,3.9053,1.2204,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
516,20161201,20131211,20131206,678,291,1,19,6,SO71794,44,1,7,23.484,164.388,0,0,17.3782,121.6474,164.388,13.151,4.1097,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
532,20161201,20131211,20131206,678,291,1,19,6,SO71794,45,1,2,149.874,299.748,0,0,136.785,273.57,299.748,23.9798,7.4937,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
533,20161201,20131211,20131206,678,291,1,19,6,SO71794,46,1,3,149.874,449.622,0,0,136.785,410.355,449.622,35.9698,11.2406,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
527,20161201,20131211,20131206,678,291,1,19,6,SO71794,47,1,4,158.43,633.72,0,0,144.5938,578.3752,633.72,50.6976,15.843,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
511,20161201,20131211,20131206,678,291,1,19,6,SO71794,48,1,7,218.454,1529.178,0,0,199.3757,1395.6299,1529.178,122.3342,38.2295,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
512,20161201,20131211,20131206,678,291,1,19,6,SO71794,49,1,4,218.454,873.816,0,0,199.3757,797.5028,873.816,69.9053,21.8454,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
298,20161201,20131211,20131206,678,291,1,19,6,SO71794,50,1,4,809.76,3239.04,0,0,739.041,2956.164,3239.04,259.1232,80.976,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
231,20161201,20131211,20131206,678,291,1,19,6,SO71794,51,1,4,29.994,119.976,0,0,38.4923,153.9692,119.976,9.5981,2.9994,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
234,20161201,20131211,20131206,678,291,1,19,6,SO71794,52,1,2,29.994,59.988,0,0,38.4923,76.9846,59.988,4.799,1.4997,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
490,20161201,20131211,20131206,678,291,2,19,6,SO71794,53,1,14,31.3142,438.3988,0.02,8.7680000000000007,41.5723,582.0122,429.6308,34.3705,10.7408,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
474,20161201,20131211,20131206,678,291,1,19,6,SO71794,54,1,9,41.994,377.946,0,0,26.1763,235.5867,377.946,30.2357,9.4487,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
475,20161201,20131211,20131206,678,291,1,19,6,SO71794,55,1,4,41.994,167.976,0,0,26.1763,104.7052,167.976,13.4381,4.1994,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
463,20161201,20131211,20131206,678,291,1,19,6,SO71794,56,1,4,14.694,58.776,0,0,9.1593,36.6372,58.776,4.7021,1.4694,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
471,20161201,20131211,20131206,678,291,3,19,6,SO71794,57,1,17,34.925,593.725,5.0000000000000003E-2,29.686299999999999,23.749,403.733,564.0388,45.1231,14.101,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
487,20161201,20131211,20131206,678,291,1,19,6,SO71794,58,1,6,32.994,197.964,0,0,20.5663,123.3978,197.964,15.8371,4.9491,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
480,20161201,20131211,20131206,678,291,1,19,6,SO71794,59,1,6,1.374,8.244,0,0,0.8565,5.139,8.244,0.6595,0.2061,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
484,20161201,20131211,20131206,678,291,1,19,6,SO71794,60,1,10,4.77,47.7,0,0,2.9733,29.733,47.7,3.816,1.1925,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
217,20161201,20131211,20131206,678,291,1,19,6,SO71794,61,1,6,20.994,125.964,0,0,13.0863,78.5178,125.964,10.0771,3.1491,C39A-4835-99,PO17574111985,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
570,20161201,20131211,20131206,688,296,1,6,9,SO71795,1,1,4,445.41,1781.64,0,0,461.4448,1845.7792,1781.64,142.5312,44.541,5843-4E7D-8D,PO17371184627,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
490,20161201,20131211,20131206,688,296,1,6,9,SO71795,2,1,2,32.394,64.788,0,0,41.5723,83.1446,64.788,5.183,1.6197,5843-4E7D-8D,PO17371184627,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
500,20161201,20131211,20131206,688,296,1,6,9,SO71795,3,1,4,602.346,2409.384,0,0,601.7437,2406.9748,2409.384,192.7507,60.2346,5843-4E7D-8D,PO17371184627,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
